module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M3,,,"On a brushless AC generator, the permanent magnet generator output",DC,AC,pulsed,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""494. On a brushless AC generator, the permanent magnet generator output\nis\na) DC\nb) AC\nc) pulsed"", ""question"": ""On a brushless AC generator, the permanent magnet generator output"", ""options"": [""DC"", ""AC"", ""pulsed""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,The output from a rotating armature AC generator would be taken from,the rotor,the stator,either the rotor or the stator,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""495. The output from a rotating armature AC generator would be taken from\na) the rotor\nb) the stator\nc) either the rotor or the stator"", ""question"": ""The output from a rotating armature AC generator would be taken from"", ""options"": [""the rotor"", ""the stator"", ""either the rotor or the stator""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,"In a series LCR circuit at resonance, R = 100 ohms, L and C are each",100 ohms,30 ohms,zero ohms,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""497. In a series LCR circuit at resonance, R = 100 ohms, L and C are each\n10 ohms. The total impedance is\na) 100 ohms\nb) 30 ohms\nc) zero ohms"", ""question"": ""In a series LCR circuit at resonance, R = 100 ohms, L and C are each"", ""options"": [""100 ohms"", ""30 ohms"", ""zero ohms""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,An AC generator has four poles. To produce a frequency of 400Hz it,6000 RPM,8000 RPM,12000 RPM,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""498. An AC generator has four poles. To produce a frequency of 400Hz it\nmust achieve a speed of\na) 6000 RPM\nb) 8000 RPM\nc) 12000 RPM"", ""question"": ""An AC generator has four poles. To produce a frequency of 400Hz it"", ""options"": [""6000 RPM"", ""8000 RPM"", ""12000 RPM""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,If an AC sinewave has an RMS value of 5V its peak value is,14.14 V,6.37 V,7.07 V,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""499. If an AC sinewave has an RMS value of 5V its peak value is\na) 14.14 V\nb) 6.37 V\nc) 7.07 V"", ""question"": ""If an AC sinewave has an RMS value of 5V its peak value is"", ""options"": [""14.14 V"", ""6.37 V"", ""7.07 V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,The Daniel Cell electrodes are,copper and zinc,carbon and zinc,zinc and manganese dioxide,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""500. The Daniel Cell electrodes are\na) copper and zinc\nb) carbon and zinc\nc) zinc and manganese dioxide\nPage 63\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""The Daniel Cell electrodes are"", ""options"": [""copper and zinc"", ""carbon and zinc"", ""zinc and manganese dioxide""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,M3.03.07,,An inductor of resistance 5 k ohms and inductance 2mH is connected,400 ns,10 seconds,40 ms,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""501. An inductor of resistance 5 k ohms and inductance 2mH is connected\nto a DC circuit. The time constant is\na) 400 ns\nb) 10 seconds\nc) 40 ms"", ""question"": ""An inductor of resistance 5 k ohms and inductance 2mH is connected"", ""options"": [""400 ns"", ""10 seconds"", ""40 ms""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,The unit of flux is the,Weber,Ampere turns,Ampere turns / metre,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""502. The unit of flux is the\na) Weber\nb) Ampere turns\nc) Ampere turns / metre"", ""question"": ""The unit of flux is the"", ""options"": [""Weber"", ""Ampere turns"", ""Ampere turns / metre""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,The flux density of a magnetic field is 1.5T. The length of the conductor,0.3 V,30 V,7.5 V,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""503. The flux density of a magnetic field is 1.5T. The length of the conductor\nin the field is 2 m and the speed of the conductor is 10 m/s. The EMF induced\nis\na) 0.3 V\nb) 30 V\nc) 7.5 V"", ""question"": ""The flux density of a magnetic field is 1.5T. The length of the conductor"", ""options"": [""0.3 V"", ""30 V"", ""7.5 V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,A DC generator armature has 6 poles and is lap wound. The number of,6,2,3,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""504. A DC generator armature has 6 poles and is lap wound. The number of\nbrushes required are\na) 6\nb) 2\nc) 3"", ""question"": ""A DC generator armature has 6 poles and is lap wound. The number of"", ""options"": [""6"", ""2"", ""3""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,Reactive sparking is reduced by,interpoles,compensating windings,auxiliary windings,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""505. Reactive sparking is reduced by\na) interpoles\nb) compensating windings\nc) auxiliary windings"", ""question"": ""Reactive sparking is reduced by"", ""options"": [""interpoles"", ""compensating windings"", ""auxiliary windings""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,The back EMF in a DC motor is,equal to the applied EMF,less than the applied EMF,greater than the applied EMF,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""506. The back EMF in a DC motor is\na) equal to the applied EMF\nb) less than the applied EMF\nc) greater than the applied EMF"", ""question"": ""The back EMF in a DC motor is"", ""options"": [""equal to the applied EMF"", ""less than the applied EMF"", ""greater than the applied EMF""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.1.5,,A DC shunt motor has 28 volts applied. The current taken from the,30 V,27 V,26 V,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""508. A DC shunt motor has 28 volts applied. The current taken from the\narmature of 2 ohms resistance is 1 amp. The BEMF is\na) 30 V\nb) 27 V\nc) 26 V\nPage 64\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""A DC shunt motor has 28 volts applied. The current taken from the"", ""options"": [""30 V"", ""27 V"", ""26 V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,"In a motor, armature reaction causes the MNA to move",in the direction of rotation,against the direction of rotation,to the GNA,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""509. In a motor, armature reaction causes the MNA to move\na) in the direction of rotation\nb) against the direction of rotation\nc) to the GNA"", ""question"": ""In a motor, armature reaction causes the MNA to move"", ""options"": [""in the direction of rotation"", ""against the direction of rotation"", ""to the GNA""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,A circuit with good selectivity will have,a large bandwidth,a narrow bandwidth,a low L/C ratio,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""510. A circuit with good selectivity will have\na) a large bandwidth\nb) a narrow bandwidth\nc) a low L/C ratio"", ""question"": ""A circuit with good selectivity will have"", ""options"": [""a large bandwidth"", ""a narrow bandwidth"", ""a low L/C ratio""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Apparent power in an AC circuit is found by,V x I,V x I x cosØ,V x I x sinØ,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""511. Apparent power in an AC circuit is found by\na) V x I\nb) V x I x cosØ\nc) V x I x sinØ"", ""question"": ""Apparent power in an AC circuit is found by"", ""options"": [""V x I"", ""V x I x cosØ"", ""V x I x sinØ""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.03.07,,A 300 ohm resistor would have a colour code of,"orange, orange, brown","orange, brown, black","orange, black brown",,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""512. A 300 ohm resistor would have a colour code of\na) orange, orange, brown\nb) orange, brown, black\nc) orange, black brown"", ""question"": ""A 300 ohm resistor would have a colour code of"", ""options"": [""orange, orange, brown"", ""orange, brown, black"", ""orange, black brown""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""EASY""}"
M3,,,In a two-phase induction motor there are,2 poles,3 poles,# c) 4 poles,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""514. In a two-phase induction motor there are\na) 2 poles\nb) 3 poles\nc) # c) 4 poles"", ""question"": ""In a two-phase induction motor there are"", ""options"": [""2 poles"", ""3 poles"", ""# c) 4 poles""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,"in the previous question, the secondary is connected to a 10 ohm load.",10 amps,0.4 amps,2 amps,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""517. in the previous question, the secondary is connected to a 10 ohm load.\nThe primary current is\na) 10 amps\nb) 0.4 amps\nc) 2 amps"", ""question"": ""in the previous question, the secondary is connected to a 10 ohm load."", ""options"": [""10 amps"", ""0.4 amps"", ""2 amps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,Magneto motive force can be found by,N/I,I x N,Blv,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""518. Magneto motive force can be found by\na) N/I\nb) I x N\nc) Blv"", ""question"": ""Magneto motive force can be found by"", ""options"": [""N/I"", ""I x N"", ""Blv""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Permeability of a material can be found by,flux density / MMF,MMF x flux density,MMF / flux density,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""519. Permeability of a material can be found by\na) flux density / MMF\nb) MMF x flux density\nc) MMF / flux density"", ""question"": ""Permeability of a material can be found by"", ""options"": [""flux density / MMF"", ""MMF x flux density"", ""MMF / flux density""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
